PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2,lamp
O75489,NDUFS3,NDUS3_HUMAN,"mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nuclear body [GO:0016604]; electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; cellular respiration [GO:0045333]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; reactive oxygen species metabolic process [GO:0072593]; substantia nigra development [GO:0021762]",SUBCELLULAR LOCATION: Mitochondrion inner membrane.,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",GO:0003954; GO:0005739; GO:0005747; GO:0005759; GO:0006120; GO:0008137; GO:0009055; GO:0016604; GO:0021762; GO:0030308; GO:0031966; GO:0032981; GO:0043209; GO:0045333; GO:0072593; GO:2001243,1.00E-07,1.00E-07,1.00E-07,0.019485782,0.030438267,0.021051784,0.021051784,-5.569913662,0.023658511,0.011829356,7.187537857,0.001473753,0.024056784,-4.010697717,30242,1.618762436,11,3,0,1.00E-07,0.021051784,210517.8444,17.683583,-5.681434333,-5.037969957,-5.569913662,1
P17980,PSMC3,PRS6A_HUMAN,"cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear proteasome complex [GO:0031595]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; secretory granule lumen [GO:0034774]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; identical protein binding [GO:0042802]; proteasome-activating ATPase activity [GO:0036402]; TBP-class protein binding [GO:0017025]; blastocyst development [GO:0001824]; modulation by host of viral transcription [GO:0043921]; neutrophil degranulation [GO:0043312]; positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-translational protein modification [GO:0043687]; protein deubiquitination [GO:0016579]; ubiquitin-dependent ERAD pathway [GO:0030433]; viral process [GO:0016032]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}. Note=Colocalizes with TRIM5 in the cytoplasmic bodies. {ECO:0000250|UniProtKB:O88685}.,26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1),GO:0000502; GO:0000932; GO:0001824; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0008540; GO:0016020; GO:0016032; GO:0016579; GO:0016887; GO:0017025; GO:0022624; GO:0030433; GO:0031595; GO:0031597; GO:0034774; GO:0036402; GO:0042802; GO:0043312; GO:0043687; GO:0043921; GO:0045899; GO:0045944; GO:1904813,0.001400359,0.001490376,0.000719115,0.006254083,0.005015311,0.007413797,0.006254083,-7.320985891,0.005024447,0.003715507,7.091949321,0.001555538,0.024703906,-4.076343547,49204,1.607234373,21,0,0,0.001400359,0.006254083,4.466056503,2.159001504,-7.320985891,-7.639445147,-7.075571592,1
Q9NSI2,FAM207A,F207A_HUMAN,,,Protein FAM207A,,2.60E-05,1.00E-07,0.005891786,0.254111049,0.234341587,0.152776094,0.234341587,-2.093315094,0.211770273,0.107857774,7.081265714,0.001565018,0.024808429,-4.083726829,25456,1.605400734,3,1,0,2.60E-05,0.234341587,9004.410627,13.13641613,-1.97646899,-2.093315094,-2.71050928,1
Q9BQ95,ECSIT,ECSIT_HUMAN,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; innate immune response [GO:0045087]; mitochondrial respiratory chain complex I assembly [GO:0032981]; regulation of oxidoreductase activity [GO:0051341]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17344420}. Nucleus {ECO:0000269|PubMed:17344420}. Mitochondrion {ECO:0000269|PubMed:17344420}.,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)",GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005743; GO:0005829; GO:0016651; GO:0032981; GO:0045087; GO:0051341,1.00E-07,1.00E-07,2.57E-06,0.047591003,0.028310185,0.03747997,0.03747997,-4.737736397,0.037792796,0.018897321,7.052383734,0.001590999,0.024961443,-4.103733747,49148,1.602730317,6,2,0,1.00E-07,0.03747997,374799.6986,18.51576027,-4.39316734,-5.142535037,-4.737736397,1
O75688,PPM1B,PPM1B_HUMAN,cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]; N-terminal protein myristoylation [GO:0006499]; negative regulation of defense response to virus [GO:0050687]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; peptidyl-threonine dephosphorylation [GO:0035970]; protein dephosphorylation [GO:0006470],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:22781750}. Membrane {ECO:0000250|UniProtKB:P36993}; Lipid-anchor {ECO:0000250|UniProtKB:P36993}. Note=Weakly associates at the membrane and N-myristoylation mediates the membrane localization. {ECO:0000250|UniProtKB:P36993}.",Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta),GO:0000287; GO:0004722; GO:0005730; GO:0005829; GO:0006470; GO:0006499; GO:0016020; GO:0030145; GO:0032688; GO:0035970; GO:0043124; GO:0050687; GO:1901223,9.93E-05,0.000201127,0.000137694,0.041967316,0.042883761,0.02615235,0.041967316,-4.574589977,0.036855093,0.018573596,7.051098773,0.001592167,0.024961443,-4.104625455,52643,1.602730317,9,0,0,0.000137694,0.041967316,304.7863409,8.251654439,-4.574589977,-4.543424763,-5.256915597,1
O60216,RAD21,RAD21_HUMAN,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cohesin complex [GO:0008278]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear cohesin complex [GO:0000798]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; chromatin binding [GO:0003682]; protein-containing complex binding [GO:0044877]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001228]; apoptotic process [GO:0006915]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]; negative regulation of mitotic metaphase/anaphase transition [GO:0045841]; positive regulation of sister chromatid cohesion [GO:0045876]; protein localization to chromatin [GO:0071168]; reciprocal meiotic recombination [GO:0007131]; regulation of transcription by RNA polymerase II [GO:0006357]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10623634}. Chromosome {ECO:0000269|PubMed:11073952}. Chromosome, centromere {ECO:0000269|PubMed:11073952}. Note=Associates with chromatin. Before prophase it is scattered along chromosome arms. During prophase, most of cohesin complexes dissociate from chromatin probably because of phosphorylation by PLK, except at centromeres, where cohesin complexes remain. At anaphase, it is cleaved by separase/ESPL1, leading to the dissociation of the complex from chromosomes, allowing chromosome separation. Once cleaved by caspase-3, the C-terminal 64 kDa cleavage product translocates to the cytoplasm, where it may trigger apoptosis. {ECO:0000269|PubMed:11073952}.",Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog),GO:0000775; GO:0000785; GO:0000798; GO:0001228; GO:0003682; GO:0005654; GO:0005694; GO:0005829; GO:0006302; GO:0006310; GO:0006357; GO:0006915; GO:0007059; GO:0007131; GO:0008278; GO:0010972; GO:0016020; GO:0016363; GO:0044877; GO:0045841; GO:0045876; GO:0051301; GO:0071168,0.000118562,0.00015166,0.000215128,0.061937288,0.041422719,0.069965079,0.061937288,-4.013047973,0.057613245,0.028968406,7.044300615,0.001598364,0.024977314,-4.109345361,71690,1.602454269,11,0,0,0.00015166,0.061937288,408.3946983,8.673820327,-4.013047973,-4.593433925,-3.837221168,1
Q13526,PIN1,PIN1_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; GTPase activating protein binding [GO:0032794]; mitogen-activated protein kinase kinase binding [GO:0031434]; motor activity [GO:0003774]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]; cell cycle [GO:0007049]; negative regulation of cell motility [GO:2000146]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein binding [GO:0032091]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of type I interferon production [GO:0032480]; neuron differentiation [GO:0030182]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; positive regulation of GTPase activity [GO:0043547]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein peptidyl-prolyl isomerization [GO:0000413]; protein stabilization [GO:0050821]; regulation of cytokinesis [GO:0032465]; regulation of mitotic nuclear division [GO:0007088]; regulation of pathway-restricted SMAD protein phosphorylation [GO:0060393]; regulation of protein localization to nucleus [GO:1900180]; regulation of signal transduction by p53 class mediator [GO:1901796]; synapse organization [GO:0050808],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16476580, ECO:0000269|PubMed:23623683}. Nucleus speckle {ECO:0000269|PubMed:21497122}. Cytoplasm {ECO:0000269|PubMed:21497122}. Note=Colocalizes with NEK6 in the nucleus (PubMed:16476580). Mainly localized in the nucleus but phosphorylation at Ser-71 by DAPK1 results in inhibition of its nuclear localization (PubMed:21497122). {ECO:0000269|PubMed:16476580}.",Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),GO:0000413; GO:0001934; GO:0003755; GO:0003774; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0007049; GO:0007088; GO:0008013; GO:0016607; GO:0030182; GO:0030496; GO:0030512; GO:0031434; GO:0032091; GO:0032465; GO:0032480; GO:0032794; GO:0035307; GO:0042177; GO:0043005; GO:0043524; GO:0043525; GO:0043547; GO:0045944; GO:0050808; GO:0050815; GO:0050816; GO:0050821; GO:0051219; GO:0051443; GO:0060393; GO:0061051; GO:0070373; GO:0090263; GO:1900180; GO:1901796; GO:2000146,1.00E-07,1.00E-07,1.00E-07,0.06323402,0.056710257,0.037341575,0.056710257,-4.140246505,0.052428517,0.026214359,7.006633284,0.001633235,0.025144776,-4.135566991,18243,1.599552235,3,3,0,1.00E-07,0.056710257,567102.5663,19.11325016,-3.983155245,-4.140246505,-4.743073403,1
Q15386,UBE3C,UBE3C_HUMAN,cytoplasm [GO:0005737]; intracellular [GO:0005622]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; protein polyubiquitination [GO:0000209],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (HectH2),GO:0000209; GO:0000502; GO:0004842; GO:0005622; GO:0005634; GO:0005737; GO:0061630,1.00E-07,1.00E-07,1.00E-07,0.044732162,0.055848883,0.032725046,0.044732162,-4.482543696,0.044435264,0.022217732,6.91499671,0.001722007,0.026063521,-4.19985511,123923,1.583966907,14,3,0,1.00E-07,0.044732162,447321.6216,18.77095297,-4.482543696,-4.162327757,-4.933460983,1
Q86WA8,LONP2,LONP2_HUMAN,cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; enzyme binding [GO:0019899]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; peroxisome organization [GO:0007031]; protein processing [GO:0016485]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein targeting to peroxisome [GO:0006625]; regulation of fatty acid beta-oxidation [GO:0031998]; response to organic cyclic compound [GO:0014070],"SUBCELLULAR LOCATION: Peroxisome matrix {ECO:0000255|HAMAP-Rule:MF_03121, ECO:0000269|PubMed:14561759, ECO:0000269|PubMed:18281296, ECO:0000269|PubMed:22002062}.","Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease) (pLon)",GO:0002020; GO:0004176; GO:0004252; GO:0005102; GO:0005524; GO:0005634; GO:0005777; GO:0005782; GO:0005829; GO:0006515; GO:0006625; GO:0007031; GO:0008233; GO:0014070; GO:0016020; GO:0016485; GO:0019899; GO:0031998,1.00E-07,1.00E-07,1.00E-07,0.104357871,0.144970814,0.088123744,0.104357871,-3.260388682,0.112484043,0.056242122,6.913645668,0.001723359,0.026063521,-4.200808254,94617,1.583966907,11,3,0,1.00E-07,0.104357871,1043578.707,19.99310798,-3.260388682,-2.78616561,-3.504325395,1
Q59EK9,RUNDC3A,RUN3A_HUMAN,cytosol [GO:0005829]; plasma membrane [GO:0005886]; GTPase regulator activity [GO:0030695]; guanylate cyclase activator activity [GO:0030250]; peptide hormone receptor binding [GO:0051428]; small GTPase mediated signal transduction [GO:0007264],,RUN domain-containing protein 3A (Rap2-interacting protein 8) (RPIP-8),GO:0005829; GO:0005886; GO:0007264; GO:0030250; GO:0030695; GO:0051428,1.00E-07,1.11E-05,5.96E-06,0.091250164,0.122834563,0.07345247,0.091250164,-3.454029043,0.095840024,0.04792572,6.896853084,0.001740272,0.026226637,-4.212668201,49747,1.581257393,6,1,0,5.96E-06,0.091250164,15319.59708,13.90309073,-3.454029043,-3.025211537,-3.767045194,1
Q92530,PSMF1,PSMF1_HUMAN,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; proteasome core complex [GO:0005839]; endopeptidase inhibitor activity [GO:0004866]; proteasome binding [GO:0070628]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; negative regulation of proteasomal protein catabolic process [GO:1901799]; post-translational protein modification [GO:0043687]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18495667}. Endoplasmic reticulum {ECO:0000269|PubMed:18495667}.,Proteasome inhibitor PI31 subunit (hPI31),GO:0004866; GO:0005654; GO:0005783; GO:0005829; GO:0005839; GO:0006511; GO:0016020; GO:0016579; GO:0042803; GO:0043687; GO:0046982; GO:0048471; GO:0070628; GO:1901799,1.52E-05,1.00E-07,2.01E-05,0.088903287,0.113450974,0.066648643,0.088903287,-3.49161943,0.089655818,0.044839726,6.892552741,0.001744636,0.02624619,-4.215709238,29817,1.580933727,5,1,0,1.52E-05,0.088903287,5845.515069,12.51311444,-3.49161943,-3.139859099,-3.907280686,1
Q96S38,RPS6KC1,KS6C1_HUMAN,early endosome [GO:0005769]; membrane [GO:0016020]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein serine/threonine kinase activity [GO:0004674]; signal transduction [GO:0007165],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12077123, ECO:0000269|PubMed:15750338}. Membrane {ECO:0000269|PubMed:12077123}. Early endosome {ECO:0000269|PubMed:15750338}.",Ribosomal protein S6 kinase delta-1 (S6K-delta-1) (EC 2.7.11.1) (52 kDa ribosomal protein S6 kinase) (Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein) (SPHK1-binding protein),GO:0004674; GO:0005524; GO:0005769; GO:0007165; GO:0016020; GO:0035091,7.49E-05,2.99E-05,4.16E-05,0.070162999,0.04763309,0.044002682,0.04763309,-4.391892061,0.053884138,0.026990854,6.842643154,0.001796264,0.026648221,-4.251119449,118682,1.574331785,14,0,0,4.16E-05,0.04763309,1144.913644,10.16102307,-3.833145771,-4.391892061,-4.506264744,1
Q9HAR2,ADGRL3,AGRL3_HUMAN,axon [GO:0030424]; cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; G-protein coupled receptor signaling pathway [GO:0007186]; locomotion involved in locomotory behavior [GO:0031987]; neuron migration [GO:0001764]; positive regulation of synapse assembly [GO:0051965]; response to cocaine [GO:0042220]; synapse assembly [GO:0007416],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26235030}; Multi-pass membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q80TS3}. Cell junction {ECO:0000250|UniProtKB:Q80TS3}.",Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),GO:0001764; GO:0004930; GO:0005509; GO:0005887; GO:0005911; GO:0007166; GO:0007186; GO:0007416; GO:0016021; GO:0030246; GO:0030424; GO:0031987; GO:0042220; GO:0051965; GO:0098742,1.00E-07,1.00E-07,0.000251697,0.13790405,0.160960504,0.092602899,0.13790405,-2.858263265,0.130405186,0.065286558,6.748639922,0.001898638,0.027499733,-4.3184001,161812,1.560671521,20,2,0,1.00E-07,0.13790405,1379040.503,20.3952334,-2.858263265,-2.635221367,-3.432798827,1
Q9UHV9,PFDN2,PFD2_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]; positive regulation of cytoskeleton organization [GO:0051495]; protein folding [GO:0006457],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17936702}. Cytoplasm {ECO:0000269|PubMed:17936702}. Mitochondrion {ECO:0000269|PubMed:17936702}.,Prefoldin subunit 2,GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006457; GO:0016272; GO:0044183; GO:0051082; GO:0051495,1.00E-07,1.00E-07,1.00E-07,0.031125424,0.032423724,0.018857507,0.031125424,-5.005762723,0.027468785,0.013734492,6.603551611,0.002070925,0.028965873,-4.423779143,16648,1.538113382,4,3,0,1.00E-07,0.031125424,311254.2351,18.24773394,-5.005762723,-4.946806392,-5.728717264,1
