PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2
Q09472,EP300,EP300_HUMAN,"chromosome [GO:0005694]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; transcription factor complex [GO:0005667]; acetyltransferase activity [GO:0016407]; activating transcription factor binding [GO:0033613]; androgen receptor binding [GO:0050681]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; core promoter binding [GO:0001047]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; histone acetyltransferase activity [GO:0004402]; histone butyryltransferase activity [GO:0140069]; histone crotonyltransferase activity [GO:0140068]; lysine N-acetyltransferase activity, acting on acetyl phosphate as donor [GO:0004468]; nuclear hormone receptor binding [GO:0035257]; p53 binding [GO:0002039]; peptide butyryltransferase activity [GO:0140065]; peptide N-acetyltransferase activity [GO:0034212]; peptide-lysine-N-acetyltransferase activity [GO:0061733]; pre-mRNA intronic binding [GO:0097157]; protein C-terminus binding [GO:0008022]; protein propionyltransferase activity [GO:0061920]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; STAT family protein binding [GO:0097677]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001228]; transferase activity, transferring acyl groups [GO:0016746]; zinc ion binding [GO:0008270]; animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; B cell differentiation [GO:0030183]; beta-catenin-TCF complex assembly [GO:1904837]; cellular response to UV [GO:0034644]; circadian rhythm [GO:0007623]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; fat cell differentiation [GO:0045444]; heart development [GO:0007507]; histone acetylation [GO:0016573]; histone H2B acetylation [GO:0043969]; histone H4 acetylation [GO:0043967]; internal peptidyl-lysine acetylation [GO:0018393]; internal protein amino acid acetylation [GO:0006475]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; lung development [GO:0030324]; macrophage derived foam cell differentiation [GO:0010742]; megakaryocyte development [GO:0035855]; N-terminal peptidyl-lysine acetylation [GO:0018076]; negative regulation of protein oligomerization [GO:0032460]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; Notch signaling pathway [GO:0007219]; peptidyl-lysine acetylation [GO:0018394]; peptidyl-lysine butyrylation [GO:0140067]; peptidyl-lysine crotonylation [GO:0140066]; peptidyl-lysine propionylation [GO:0061921]; platelet formation [GO:0030220]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of DNA binding transcription factor activity [GO:0051091]; positive regulation of gene expression, epigenetic [GO:0045815]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of protein binding [GO:0032092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of transcription of Notch receptor target [GO:0007221]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of type I interferon production [GO:0032481]; protein acetylation [GO:0006473]; protein destabilization [GO:0031648]; protein stabilization [GO:0050821]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of autophagy [GO:0010506]; regulation of cell cycle [GO:0051726]; regulation of cellular response to heat [GO:1900034]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061418]; regulation of transcription, DNA-templated [GO:0006355]; regulation of tubulin deacetylation [GO:0090043]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; skeletal muscle tissue development [GO:0007519]; somitogenesis [GO:0001756]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; transcription-coupled nucleotide-excision repair [GO:0006283]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12929931}. Nucleus {ECO:0000269|PubMed:12929931, ECO:0000269|PubMed:14645221, ECO:0000269|PubMed:16574662}. Chromosome {ECO:0000269|PubMed:14645221, ECO:0000269|PubMed:25818647}. Note=Localizes to active chromatin: Colocalizes with histone H3 acetylated and/or crotonylated at 'Lys-18' (H3K18ac and H3K18cr, respectively) (PubMed:25818647). In the presence of ALX1 relocalizes from the cytoplasm to the nucleus. Colocalizes with ROCK2 in the nucleus (PubMed:12929931). {ECO:0000269|PubMed:12929931, ECO:0000269|PubMed:25818647}.",Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-),GO:0000122; GO:0000123; GO:0000978; GO:0001047; GO:0001102; GO:0001228; GO:0001666; GO:0001756; GO:0002039; GO:0002223; GO:0003677; GO:0003682; GO:0003684; GO:0003713; GO:0004402; GO:0004468; GO:0005634; GO:0005654; GO:0005667; GO:0005694; GO:0005829; GO:0006283; GO:0006355; GO:0006473; GO:0006475; GO:0006915; GO:0006977; GO:0006990; GO:0007219; GO:0007221; GO:0007399; GO:0007507; GO:0007519; GO:0007623; GO:0008013; GO:0008022; GO:0008134; GO:0008270; GO:0009887; GO:0010506; GO:0010742; GO:0016032; GO:0016407; GO:0016573; GO:0016746; GO:0018076; GO:0018393; GO:0018394; GO:0030183; GO:0030220; GO:0030324; GO:0031490; GO:0031648; GO:0032092; GO:0032460; GO:0032481; GO:0032993; GO:0033613; GO:0034212; GO:0034644; GO:0035257; GO:0035855; GO:0042771; GO:0043627; GO:0043923; GO:0043967; GO:0043969; GO:0045444; GO:0045652; GO:0045747; GO:0045815; GO:0045893; GO:0045944; GO:0050681; GO:0050821; GO:0051091; GO:0051726; GO:0060765; GO:0061418; GO:0061733; GO:0061920; GO:0061921; GO:0090043; GO:0097157; GO:0097677; GO:0140065; GO:0140066; GO:0140067; GO:0140068; GO:0140069; GO:1900034; GO:1901796; GO:1904837,1.00E-07,0.000211135,1.00E-07,0.022772814,0.028128168,0.030849027,0.028128168,-5.151840605,0.027179558,0.013660224,11.8960325,0.00018327,0.007551525,-1.464535462,264161,2.121965321,6,2,0,1.00E-07,0.028128168,281281.6784,18.10165606,-5.456543644,-5.151840605,-5.018631196
Q16718,NDUFA5,NDUA5_HUMAN,"mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]",SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit),GO:0005743; GO:0005747; GO:0006120; GO:0008137; GO:0032981,0.014817538,0.018806978,0.017491346,0.091970675,0.083652836,0.072566024,0.083652836,-3.579441743,0.065691225,0.049884233,11.88750359,0.000183824,0.007551525,-1.468236687,13459,2.121965321,4,0,0,0.017491346,0.083652836,4.782527198,2.257773173,-3.442682261,-3.579441743,-3.784561955
Q9Y608,LRRFIP2,LRRF2_HUMAN,"LRR domain binding [GO:0030275]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; Wnt signaling pathway [GO:0016055]",NA,Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2),GO:0000981; GO:0016055; GO:0030275,6.15E-05,5.90E-05,0.001776454,0.044080578,0.036556553,0.049258918,0.044080578,-4.503713061,0.042666352,0.021965507,11.87902834,0.000184377,0.007551525,-1.471917105,82171,2.121965321,8,0,0,6.15E-05,0.044080578,716.1945475,9.484207725,-4.503713061,-4.773726133,-4.343471242
Q76G19,PDZD4,PDZD4_HUMAN,cell cortex [GO:0005938],"SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000269|PubMed:15077175}. Note=Mainly localized under the plasma membrane.",PDZ domain-containing protein 4 (PDZ domain-containing RING finger protein 4-like protein),GO:0005938,5.97E-05,6.96E-05,5.44E-05,0.199207289,0.263311714,0.26214259,0.26214259,-1.931576328,0.241492625,0.120807552,11.84990274,0.000186293,0.007557663,-1.484583892,86171,2.121612493,8,0,0,5.97E-05,0.26214259,4390.12322,12.10004572,-2.327657659,-1.92515639,-1.931576328
Q8IVL1,NAV2,NAV2_HUMAN,interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]; glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12214280}.,Neuron navigator 2 (EC 3.6.4.12) (Helicase APC down-regulated 1) (Pore membrane and/or filament-interacting-like protein 2) (Retinoic acid inducible in neuroblastoma 1) (Steerin-2) (Unc-53 homolog 2) (unc53H2),GO:0003025; GO:0004386; GO:0005524; GO:0005614; GO:0005654; GO:0007605; GO:0007608; GO:0007626; GO:0008201; GO:0021554; GO:0021563; GO:0021564,0.000193062,0.000118592,0.000110947,0.064054734,0.087093742,0.073868225,0.073868225,-3.758902287,0.0748647,0.037573217,11.653586,0.000199862,0.00806989,-1.570733851,268167,2.093132365,18,0,0,0.000118592,0.073868225,622.8786661,9.28280735,-3.964550999,-3.521287127,-3.758902287
Q15334,LLGL1,L2GL1_HUMAN,axon [GO:0030424]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; early endosome membrane [GO:0031901]; Golgi cis cisterna [GO:0000137]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; GTPase activator activity [GO:0005096]; protein kinase binding [GO:0019901]; Rab GTPase binding [GO:0017137]; structural molecule activity [GO:0005198]; axonogenesis [GO:0007409]; cortical actin cytoskeleton organization [GO:0030866]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein-containing complex assembly [GO:0065003]; regulation of exocytosis [GO:0017157]; regulation of protein secretion [GO:0050708],"SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000250}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}. Cell projection, axon {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12725730, ECO:0000269|PubMed:7542763}. Note=Localized to the lateral membrane during the polarization and formation cell-cell contacts. Enriched in developping axons (By similarity). {ECO:0000250}.",Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein),GO:0000137; GO:0005096; GO:0005198; GO:0005737; GO:0005856; GO:0005886; GO:0006887; GO:0006893; GO:0007409; GO:0017137; GO:0017157; GO:0019901; GO:0030424; GO:0030864; GO:0030866; GO:0031901; GO:0032588; GO:0050708; GO:0065003,1.00E-07,1.00E-07,1.00E-07,0.02567626,0.028641655,0.020881806,0.02567626,-5.283421106,0.025066473,0.012533337,11.5178176,0.000209958,0.008349687,-1.631113906,115418,2.078329788,15,3,0,1.00E-07,0.02567626,256762.6015,17.97007556,-5.283421106,-5.125741351,-5.58160972
Q8NFZ8,CADM4,CADM4_HUMAN,cell-cell adherens junction [GO:0005913]; integral component of plasma membrane [GO:0005887]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; cell recognition [GO:0008037]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2),GO:0005102; GO:0005887; GO:0005913; GO:0007156; GO:0007157; GO:0008037; GO:0042803; GO:0050839,1.00E-07,1.00E-07,1.00E-07,0.193671758,0.19036045,0.144390616,0.19036045,-2.393194328,0.176140841,0.088070521,11.50824882,0.000210693,0.008349687,-1.635394549,42785,2.078329788,6,3,0,1.00E-07,0.19036045,1903604.495,20.86030234,-2.368314504,-2.393194328,-2.791951112
Q9UL46,PSME2,PSME2_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]; proteasome complex [GO:0000502]; endopeptidase activator activity [GO:0061133]; identical protein binding [GO:0042802]; interleukin-12-mediated signaling pathway [GO:0035722]; positive regulation of endopeptidase activity [GO:0010950]; post-translational protein modification [GO:0043687]; protein deubiquitination [GO:0016579]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136],NA,Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta),GO:0000502; GO:0005654; GO:0005737; GO:0005829; GO:0008537; GO:0010950; GO:0016020; GO:0016579; GO:0035722; GO:0042802; GO:0043687; GO:0061133; GO:0061136; GO:0070062; GO:2000045,0.001537264,0.001271933,0.000612453,0.022270429,0.021523619,0.016812335,0.021523619,-5.53793551,0.019061577,0.010671339,11.43959494,0.000216059,0.008483793,-1.66620537,27402,2.071409931,3,0,0,0.001271933,0.021523619,16.92197473,4.08082603,-5.488726845,-5.53793551,-5.894336088
Q5T3F8,TMEM63B,CSCL2_HUMAN,actin cytoskeleton [GO:0015629]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ion transport [GO:0006811],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,CSC1-like protein 2 (Transmembrane protein 63B),GO:0005886; GO:0006811; GO:0015629; GO:0016021,0.002908399,0.005821502,0.007676032,0.144118704,0.124982045,0.10637346,0.124982045,-3.000207238,0.119689426,0.065313357,11.32211077,0.000225636,0.008759474,-1.719334307,94958,2.057521954,7,0,0,0.005821502,0.124982045,21.46903676,4.424185559,-2.794670511,-3.000207238,-3.232789844
P38606,ATP6V1A,VATA_HUMAN,"apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; microvillus [GO:0005902]; myelin sheath [GO:0043209]; plasma membrane [GO:0005886]; proton-transporting two-sector ATPase complex [GO:0016469]; proton-transporting V-type ATPase, V1 domain [GO:0033180]; ATP binding [GO:0005524]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; ATP hydrolysis coupled proton transport [GO:0015991]; ATP metabolic process [GO:0046034]; cellular iron ion homeostasis [GO:0006879]; cellular response to increased oxygen levels [GO:0036295]; insulin receptor signaling pathway [GO:0008286]; ion transmembrane transport [GO:0034220]; regulation of macroautophagy [GO:0016241]; transferrin transport [GO:0033572]",NA,V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 3.6.3.14) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha),GO:0005524; GO:0005765; GO:0005829; GO:0005886; GO:0005887; GO:0005902; GO:0006879; GO:0008286; GO:0015991; GO:0016241; GO:0016324; GO:0016469; GO:0033180; GO:0033572; GO:0034220; GO:0036295; GO:0043209; GO:0046034; GO:0046961; GO:0070062,6.08E-05,5.17E-05,5.68E-05,0.057440079,0.067034133,0.048603507,0.057440079,-4.121798466,0.057636151,0.028874497,11.2526643,0.000231542,0.008853276,-1.750982509,68304,2.052896014,33,0,0,5.68E-05,0.057440079,1011.51042,9.982295467,-4.121798466,-3.898960302,-4.362795767
Q9Y3I1,FBXO7,FBX7_HUMAN,classical Lewy body [GO:0097414]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glial cytoplasmic inclusion [GO:0097409]; Lewy body core [GO:1990037]; Lewy body corona [GO:1990038]; Lewy neurite [GO:0097462]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin ligase complex [GO:0000151]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; autophagy of mitochondrion [GO:0000422]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of hydrogen peroxide-induced neuron death [GO:1903208]; negative regulation of lymphocyte differentiation [GO:0045620]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; positive regulation of autophagy of mitochondrion [GO:1903599]; post-translational protein modification [GO:0043687]; protein polyubiquitination [GO:0000209]; protein targeting to mitochondrion [GO:0006626]; protein ubiquitination [GO:0016567]; regulation of locomotion [GO:0040012]; regulation of neuron projection development [GO:0010975]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511],"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Mitochondrion. Cytoplasm, cytosol. Note=Predominantly cytoplasmic. A minor proportion is detected in the nucleus. Relocates from the cytosol to depolarized mitochondria.",F-box only protein 7,GO:0000151; GO:0000209; GO:0000422; GO:0004842; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006511; GO:0006626; GO:0010975; GO:0016567; GO:0019005; GO:0019901; GO:0031625; GO:0031647; GO:0032991; GO:0040012; GO:0043130; GO:0043687; GO:0045620; GO:0045736; GO:0046982; GO:0097409; GO:0097414; GO:0097462; GO:1903204; GO:1903208; GO:1903599; GO:1990037; GO:1990038; GO:2000134,0.001562913,1.32E-05,1.69E-05,0.132555203,0.133018984,0.099252743,0.132555203,-2.915334798,0.12107796,0.061069996,11.24226334,0.000232443,0.008853276,-1.755738153,58503,2.052896014,5,0,0,1.69E-05,0.132555203,7838.954303,12.9364455,-2.915334798,-2.91029594,-3.332749216
Q8NB37,GATD1,GALD1_HUMAN,extracellular exosome [GO:0070062],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,Glutamine amidotransferase-like class 1 domain-containing protein 1 (Parkinson disease 7 domain-containing protein 1),GO:0070062,0.024949415,0.009115216,0.018193058,0.140847902,0.114460334,0.145849028,0.140847902,-2.827790017,0.116299858,0.075569159,11.22733837,0.000233743,0.008853276,-1.762569498,23298,2.052896014,4,0,0,0.018193058,0.140847902,7.741848677,2.952678109,-2.827790017,-3.127080376,-2.77745232
Q96KQ7,EHMT2,EHMT2_HUMAN,nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; C2H2 zinc finger domain binding [GO:0070742]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; cellular response to starvation [GO:0009267]; DNA methylation [GO:0006306]; histone lysine methylation [GO:0034968]; histone methylation [GO:0016571]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; regulation of DNA replication [GO:0006275],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11316813}. Chromosome {ECO:0000269|PubMed:11316813}. Note=Associates with euchromatic regions. Does not associate with heterochromatin.,Histone-lysine N-methyltransferase EHMT2 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (H3-K9-HMTase 3) (Lysine N-methyltransferase 1C) (Protein G9a),GO:0000122; GO:0000790; GO:0002039; GO:0005634; GO:0005654; GO:0006275; GO:0006306; GO:0008270; GO:0009267; GO:0016279; GO:0016571; GO:0016607; GO:0018024; GO:0018027; GO:0034968; GO:0046974; GO:0046976; GO:0070317; GO:0070742; GO:1990841,0.000101424,9.41E-05,9.08E-05,0.075550917,0.094481177,0.070016072,0.075550917,-3.726406928,0.079920627,0.040055742,11.21149256,0.000235133,0.008866692,-1.769831611,132370,2.052238386,12,0,0,9.41E-05,0.075550917,802.7727857,9.648847899,-3.726406928,-3.403829251,-3.836170059
Q99848,EBNA1BP2,EBP2_HUMAN,"nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]; RNA binding [GO:0003723]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:19170763, ECO:0000269|PubMed:2879624}. Note=Associated with the nucleolus in an RNA-dependent manner.",Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40),GO:0003723; GO:0005634; GO:0005730; GO:0006364; GO:0030687; GO:0034399; GO:0042273,1.00E-07,1.00E-07,1.00E-07,0.058063361,0.062886383,0.045536014,0.058063361,-4.106228105,0.055495153,0.027747676,11.15180366,0.000240461,0.009027831,-1.797273261,34852,2.044416598,3,3,0,1.00E-07,0.058063361,580633.6099,19.14726856,-4.106228105,-3.991108528,-4.456848167
Q9BQI5,SGIP1,SGIP1_HUMAN,AP-2 adaptor complex [GO:0030122]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; microtubule binding [GO:0008017]; phospholipid binding [GO:0005543]; SH3 domain binding [GO:0017124]; clathrin-dependent endocytosis [GO:0072583]; energy homeostasis [GO:0097009]; membrane organization [GO:0061024]; plasma membrane tubulation [GO:0097320]; positive regulation of feeding behavior [GO:2000253]; positive regulation of receptor-mediated endocytosis [GO:0048260]; response to dietary excess [GO:0002021],"SUBCELLULAR LOCATION: Membrane, clathrin-coated pit {ECO:0000305|PubMed:20946875}; Peripheral membrane protein {ECO:0000305|PubMed:20946875}; Cytoplasmic side {ECO:0000305|PubMed:20946875}.",SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein),GO:0002021; GO:0005543; GO:0005737; GO:0005829; GO:0005886; GO:0005905; GO:0008017; GO:0017124; GO:0030122; GO:0030136; GO:0048260; GO:0061024; GO:0072583; GO:0097009; GO:0097320; GO:2000253,0.000135383,1.00E-07,1.00E-07,0.074781595,0.077882924,0.056964182,0.074781595,-3.741172954,0.06983104,0.034960714,11.13209152,0.000242253,0.009050231,-1.806365925,89109,2.043340345,9,2,0,1.00E-07,0.074781595,747815.9464,19.51232371,-3.741172954,-3.682549134,-4.133801116
