"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"142",149,201,201,201,"P04035","HMGCR","HMDH_HUMAN","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]; coenzyme binding [GO:0050662]; hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]; hydroxymethylglutaryl-CoA reductase activity [GO:0042282]; NADPH binding [GO:0070402]; protein homodimerization activity [GO:0042803]; protein phosphatase 2A binding [GO:0051721]; aging [GO:0007568]; cholesterol biosynthetic process [GO:0006695]; coenzyme A metabolic process [GO:0015936]; isoprenoid biosynthetic process [GO:0008299]; myoblast differentiation [GO:0045445]; negative regulation of blood vessel diameter [GO:0097756]; negative regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061179]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of striated muscle cell apoptotic process [GO:0010664]; negative regulation of wound healing [GO:0061045]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of skeletal muscle tissue development [GO:0048643]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of stress-activated MAPK cascade [GO:0032874]; protein tetramerization [GO:0051262]; regulation of cholesterol biosynthetic process [GO:0045540]; regulation of lipid metabolic process [GO:0019216]; response to ethanol [GO:0045471]; response to nutrient [GO:0007584]; ubiquinone metabolic process [GO:0006743]; visual learning [GO:0008542]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.","3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)","GO:0004420; GO:0005778; GO:0005783; GO:0005789; GO:0006695; GO:0006743; GO:0007568; GO:0007584; GO:0008299; GO:0008542; GO:0010664; GO:0010666; GO:0015936; GO:0016021; GO:0019216; GO:0032874; GO:0042282; GO:0042803; GO:0043407; GO:0045445; GO:0045471; GO:0045540; GO:0048643; GO:0048661; GO:0050662; GO:0051262; GO:0051721; GO:0061045; GO:0061179; GO:0070374; GO:0070402; GO:0097756",0.00048239049049747,0.00936860234784105,0.0003126750603652,0.0996204620047004,0.144209031752199,0.135217850346854,0.122961225401683,0.0648685020004095,9.15880384085193,0.00055101530894718,0.0234661245999398,-3.03736554993065,97476,1.62955862765031,12,0,0,0.00048239049049747,0.135217850346854,280.30786885415,8.13086843431465
"143",150,202,202,202,"Q8N806","UBR7","UBR7_HUMAN","transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]",NA,"Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)","GO:0008270; GO:0016567; GO:0016740",1.04461041838129e-05,2.87803487479666e-05,2.57015003122769e-05,0.154359740189353,0.134891431070228,0.102982901255864,0.130723048187401,0.0653831667447816,9.06285095098332,0.00057552457810769,0.0242614020293663,-3.0905423957275,47999,1.61508410552949,6,0,0,2.57015003122769e-05,0.134891431070228,5248.38742607544,12.3576585055799
"144",151,203,203,203,"Q9Y5R8","TRAPPC1","TPPC1_HUMAN","azurophil granule lumen [GO:0035578]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; TRAPP complex [GO:0030008]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]; COPII vesicle coating [GO:0048208]; ER to Golgi vesicle-mediated transport [GO:0006888]; neutrophil degranulation [GO:0043312]","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.","Trafficking protein particle complex subunit 1 (BET5 homolog) (Multiple myeloma protein 2) (MUM-2)","GO:0000139; GO:0005576; GO:0005783; GO:0005829; GO:0006888; GO:0017112; GO:0030008; GO:0035578; GO:0043312; GO:0048208",2.55597803071783,2.18915380942764,2.29371171992328,3.6547070750213,4.12675021869064,3.839722670804,1.52744546814906,3.11000392076412,9.04174955642162,0.00058109200124295,0.0242614020293663,-3.10230473716107,16832,1.61508410552949,3,0,0,2.29371171992328,3.839722670804,1.6740214724684,0.743318033279536
"145",152,204,204,204,"P20338","RAB4A","RAB4A_HUMAN","cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic recycling endosome [GO:0098837]; recycling endosome membrane [GO:0055038]; vesicle [GO:0031982]; ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ionotropic glutamate receptor binding [GO:0035255]; protein transporter activity [GO:0008565]; syntaxin binding [GO:0019905]; antigen processing and presentation [GO:0019882]; phosphatidylinositol biosynthetic process [GO:0006661]; Rab protein signal transduction [GO:0032482]; regulation of endocytosis [GO:0030100]","SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein {ECO:0000269|PubMed:1425574}. Cytoplasm {ECO:0000269|PubMed:1425574}. Early endosome membrane {ECO:0000250|UniProtKB:P05714}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05714}. Recycling endosome membrane {ECO:0000250|UniProtKB:P05714}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05714}. Note=Generally associated with membranes. Cytoplasmic when phosphorylated by CDK1. {ECO:0000269|PubMed:1425574}.","Ras-related protein Rab-4A","GO:0001671; GO:0003924; GO:0005525; GO:0005768; GO:0005829; GO:0005886; GO:0006661; GO:0008565; GO:0019003; GO:0019882; GO:0019905; GO:0030100; GO:0030659; GO:0031901; GO:0031982; GO:0032482; GO:0032593; GO:0035255; GO:0043231; GO:0048471; GO:0051117; GO:0055038; GO:0070062; GO:0098837",0.0453077877702115,0.0472523976055894,0.0502206533365477,0.0708054893773237,0.0769302122944847,0.0688346564010453,0.0245965064535017,0.0598918661308671,9.03815276757312,0.00058204753636845,0.0242614020293663,-3.10431212364061,24390,1.61508410552949,6,0,0,0.0472523976055894,0.0708054893773237,1.49845283975491,0.583473679165223
"146",153,205,205,205,"Q12888","TP53BP1","TP53B_HUMAN","condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; DNA repair complex [GO:1990391]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork [GO:0005657]; site of double-strand break [GO:0035861]; damaged DNA binding [GO:0003684]; methylated histone binding [GO:0035064]; p53 binding [GO:0002039]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II transcription cofactor activity [GO:0001104]; telomeric DNA binding [GO:0042162]; ubiquitin modification-dependent histone binding [GO:0061649]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to X-ray [GO:0071481]; DNA damage checkpoint [GO:0000077]; double-strand break repair via nonhomologous end joining [GO:0006303]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; positive regulation of DNA binding transcription factor activity [GO:0051091]; positive regulation of isotype switching [GO:0045830]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; protein homooligomerization [GO:0051260]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11331310, ECO:0000269|PubMed:15525939, ECO:0000269|PubMed:16294045, ECO:0000269|PubMed:16294047, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:19176521, ECO:0000269|PubMed:21144835, ECO:0000269|PubMed:28241136, ECO:0000269|PubMed:9748285}. Chromosome {ECO:0000269|PubMed:12824158, ECO:0000269|PubMed:15525939, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:23333306, ECO:0000269|PubMed:23760478, ECO:0000269|PubMed:24703952, ECO:0000269|PubMed:28241136}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:P70399}. Note=Localizes to the nucleus in absence of DNA damage (PubMed:28241136). Following DNA damage, recruited to sites of DNA damage, such as double stand breaks (DSBs): recognizes and binds histone H2A monoubiquitinated at 'Lys-15' (H2AK15Ub) and histone H4 dimethylated at 'Lys-20' (H4K20me2), two histone marks that are present at DSBs sites (PubMed:23333306, PubMed:23760478, PubMed:24703952, PubMed:28241136, PubMed:17190600). Associated with kinetochores during mitosis (By similarity). {ECO:0000250|UniProtKB:P70399, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:23333306, ECO:0000269|PubMed:23760478, ECO:0000269|PubMed:28241136}.","TP53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1)","GO:0000077; GO:0000777; GO:0000784; GO:0001102; GO:0001104; GO:0002039; GO:0003684; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0006303; GO:0006351; GO:0006974; GO:0016604; GO:0035064; GO:0035861; GO:0042162; GO:0045830; GO:0045893; GO:0045944; GO:0051091; GO:0051260; GO:0061649; GO:0071481; GO:1990391; GO:2000042",1e-07,5.69577953339532e-05,1e-07,0.00173286755465751,0.00235529777161983,0.00255608472033116,0.00219569741709152,0.00111690130699041,9.0331958466798,0.00058336755689013,0.0242614020293663,-3.10707978512328,213574,1.61508410552949,38,2,0,1e-07,0.00235529777161983,23552.9777161983,14.523621845537
"147",154,207,207,207,"Q00403","GTF2B","TF2B_HUMAN","chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor TFIID complex [GO:0005669]; transcriptional preinitiation complex [GO:0097550]; acetyltransferase activity [GO:0016407]; core promoter binding [GO:0001047]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II core binding [GO:0000993]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; TBP-class protein binding [GO:0017025]; thyroid hormone receptor binding [GO:0046966]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of core promoter binding [GO:1904798]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; positive regulation of viral transcription [GO:0050434]; protein acetylation [GO:0006473]; RNA polymerase II core complex assembly [GO:1990114]; RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus.","Transcription initiation factor IIB (General transcription factor TFIIB) (S300-II)","GO:0000979; GO:0000993; GO:0001047; GO:0001174; GO:0005634; GO:0005654; GO:0005669; GO:0005694; GO:0006366; GO:0006367; GO:0006473; GO:0008134; GO:0008270; GO:0016032; GO:0016407; GO:0016604; GO:0017025; GO:0032993; GO:0042795; GO:0043923; GO:0046966; GO:0050434; GO:0051123; GO:0060261; GO:0090575; GO:0097550; GO:1904798; GO:1990114; GO:1990841",1e-07,2.62046290435162e-05,1e-07,0.0500894830940219,0.0543309883850821,0.036337770764377,0.0469106125381459,0.0234641078120874,8.96806133127948,0.00060105729742168,0.0248553162605294,-3.14357463090036,34833,1.60458070650088,9,2,0,1e-07,0.0500894830940219,500894.830940219,18.9341481980003
"148",155,209,209,209,"Q96CT7","CCDC124","CC124_HUMAN","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]; cell cycle [GO:0007049]; cell division [GO:0051301]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:23894443}. Midbody {ECO:0000269|PubMed:23894443}. Note=Colocalizes with gamma-tubulin at interphase, prophase, metaphase, and anaphase. Relocates from centrosome to midbody at telophase.","Coiled-coil domain-containing protein 124","GO:0003723; GO:0005815; GO:0005829; GO:0005886; GO:0007049; GO:0030496; GO:0051301",1e-07,1e-07,1e-07,0.00041180795909083,0.00037621626913188,0.00044264792943838,0.0004101240525537,0.00020516202627685,8.90995616723951,0.00061739386270675,0.0251366681146434,-3.17633245451547,25835,1.59969228891427,9,3,0,1e-07,0.00041180795909083,4118.0795909083,12.0077559981434
"149",156,210,210,210,"Q13526","PIN1","PIN1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; GTPase activating protein binding [GO:0032794]; mitogen-activated protein kinase kinase binding [GO:0031434]; motor activity [GO:0003774]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]; cell cycle [GO:0007049]; negative regulation of cell motility [GO:2000146]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein binding [GO:0032091]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of type I interferon production [GO:0032480]; neuron differentiation [GO:0030182]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; positive regulation of GTPase activity [GO:0043547]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein peptidyl-prolyl isomerization [GO:0000413]; protein stabilization [GO:0050821]; regulation of cytokinesis [GO:0032465]; regulation of mitotic nuclear division [GO:0007088]; regulation of pathway-restricted SMAD protein phosphorylation [GO:0060393]; regulation of protein localization to nucleus [GO:1900180]; regulation of signal transduction by p53 class mediator [GO:1901796]; synapse organization [GO:0050808]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16476580, ECO:0000269|PubMed:23623683}. Nucleus speckle {ECO:0000269|PubMed:21497122}. Cytoplasm {ECO:0000269|PubMed:21497122}. Note=Colocalizes with NEK6 in the nucleus (PubMed:16476580). Mainly localized in the nucleus but phosphorylation at Ser-71 by DAPK1 results in inhibition of its nuclear localization (PubMed:21497122). {ECO:0000269|PubMed:16476580}.","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)","GO:0000413; GO:0001934; GO:0003755; GO:0003774; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0007049; GO:0007088; GO:0008013; GO:0016607; GO:0030182; GO:0030496; GO:0030512; GO:0031434; GO:0032091; GO:0032465; GO:0032480; GO:0032794; GO:0035307; GO:0042177; GO:0043005; GO:0043524; GO:0043525; GO:0043547; GO:0045944; GO:0050808; GO:0050815; GO:0050816; GO:0050821; GO:0051219; GO:0051443; GO:0060393; GO:0061051; GO:0070373; GO:0090263; GO:1900180; GO:1901796; GO:2000146",1e-07,1e-07,1e-07,0.0394438993773619,0.0290099588935616,0.0276138013647041,0.0320224532118759,0.0160113266059379,8.90675425038519,0.00061830976770354,0.0251366681146434,-3.17814316045509,18243,1.59969228891427,3,3,0,1e-07,0.0290099588935616,290099.588935616,18.1461887257088
"150",157,212,212,212,"P49721","PSMB2","PSB2_HUMAN","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; threonine-type endopeptidase activity [GO:0004298]; post-translational protein modification [GO:0043687]; protein deubiquitination [GO:0016579]; proteolysis involved in cellular protein catabolic process [GO:0051603]; response to organic cyclic compound [GO:0014070]; response to organonitrogen compound [GO:0010243]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345}. Nucleus {ECO:0000269|PubMed:12181345}.","Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)","GO:0000502; GO:0004298; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0010243; GO:0014070; GO:0016020; GO:0016032; GO:0016579; GO:0019774; GO:0043687; GO:0051603; GO:0070062",2.43865718210025e-05,1e-07,3.34341351632625e-05,0.00849697321432334,0.0103637825312889,0.0127586756909524,0.0105205035765268,0.00527955869059148,8.84997944019476,0.00063482918168365,0.0256175090478744,-3.21034701328119,22836,1.59146310173249,7,1,0,2.43865718210025e-05,0.0103637825312889,424.979066650249,8.73124796941645
"151",158,213,213,213,"Q9C0D0","PHACTR1","PHAR1_HUMAN","cell junction [GO:0030054]; cytosol [GO:0005829]; nucleus [GO:0005634]; synapse [GO:0045202]; actin binding [GO:0003779]; protein phosphatase 1 binding [GO:0008157]; protein phosphatase inhibitor activity [GO:0004864]; actin cytoskeleton reorganization [GO:0031532]; actomyosin structure organization [GO:0031032]; cell motility [GO:0048870]; stress fiber assembly [GO:0043149]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell junction, synapse {ECO:0000250}. Nucleus {ECO:0000250}. Note=Enriched at synapses (By similarity). Cytoplasmic in resting cells, and is imported into the nucleus upon serum stimulation. Interaction with actin prevents nuclear import (By similarity). {ECO:0000250}.","Phosphatase and actin regulator 1","GO:0003779; GO:0004864; GO:0005634; GO:0005829; GO:0008157; GO:0030054; GO:0031032; GO:0031532; GO:0043149; GO:0045202; GO:0048870",0.0025913699411814,3.83329714692081e-05,1.75864881178154e-05,0.0280506317765593,0.0268018168589848,0.0194820285345421,0.0238957292564393,0.0128302944284758,8.84115472052375,0.00063744502654173,0.0256175090478744,-3.21536919254107,66308,1.59146310173249,5,0,0,3.83329714692081e-05,0.0268018168589848,699.184431358629,9.44952925068337
"152",160,215,215,215,"O60293","ZFC3H1","ZC3H1_HUMAN","exosome (RNase complex) [GO:0000178]; extracellular space [GO:0005615]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA processing [GO:0006396]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27871484}. Note=Excluded from the nucleolus. {ECO:0000269|PubMed:27871484}.","Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2)","GO:0000178; GO:0003723; GO:0005615; GO:0005634; GO:0006396; GO:0046872",0.0313783166203283,0.0456785965478899,0.0772714900778404,0.213881723114603,0.180170810644385,0.217514481078223,0.152412870530384,0.127649236347212,8.77531756099363,0.00065738186707412,0.0261729710797882,-3.25297960786963,226356,1.58214697471137,8,0,0,0.0456785965478899,0.213881723114603,4.68231818134708,2.22722297440176
